(207, 62, -93)
(146, 30, -86)
(166, 29, -101)
(162, 25, -75)
(165, 29, -102)
(158, 23, -91)
(158, 22, -90)
(146, 31, -87)
(157, 23, -90)
(162, 24, -75)
(142, 34, -87)
(157, 23, -91)
(143, 34, -88)
(145, 30, -86)
(129, 53, -79)
(146, 30, -87)
(174, 27, -92)
(166, 29, -102)
(177, 38, -71)
(142, 33, -87)
(143, 33, -88)
(182, 39, -75)
(184, 34, -90)
(174, 26, -92)
(145, 29, -86)
(129, 53, -78)
(145, 30, -87)
(161, 25, -74)
(177, 38, -70)
(128, 53, -78)
(184, 33, -90)
(149, 35, -75)
(183, 40, -74)
(177, 37, -71)
(129, 52, -78)
(162, 11, -86)
(128, 54, -77)
(129, 53, -77)
(191, 45, -77)
(162, 11, -87)
(173, 53, -50)
(192, 44, -78)
(162, 10, -86)
(148, 35, -75)
(178, 38, -70)
(202, 65, -67)
(163, 18, -77)
(149, 34, -75)
(161, 12, -87)
(133, 56, -69)
(128, 53, -77)
(177, 37, -70)
(185, 34, -91)
(173, 38, -65)
(149, 35, -74)
(161, 11, -86)
(163, 19, -76)
(192, 43, -78)
(149, 34, -74)
(163, 18, -76)
(173, 38, -64)
(148, 34, -75)
(148, 35, -74)
(162, 18, -77)
(173, 37, -65)
(164, 12, -91)
(161, 11, -87)
(185, 33, -91)
(161, 10, -86)
(162, 10, -87)
(174, 54, -49)
(133, 55, -69)
(178, 37, -70)
(149, 35, -73)
(174, 38, -65)
(173, 37, -64)
(205, 50, -89)
(206, 49, -87)
(161, 11, -88)
(205, 49, -88)
(132, 56, -68)
(188, 37, -93)
(174, 53, -49)
(164, 11, -91)
(164, 39, -119)
(162, 18, -76)
(154, 33, -103)
(188, 36, -92)
(161, 10, -87)
(148, 34, -74)
(174, 38, -64)
(174, 37, -65)
(153, 33, -103)
(164, 38, -119)
(174, 37, -64)
(206, 49, -88)
(205, 49, -89)
(206, 48, -87)
(132, 55, -68)
(180, 33, -74)
(174, 38, -63)
(163, 39, -119)
(190, 61, -116)
(189, 61, -117)
(154, 33, -104)
(154, 32, -103)
(157, 20, -78)
(160, 14, -81)
(164, 11, -92)
(183, 32, -78)
(189, 36, -92)
(160, 13, -82)
(188, 36, -93)
(165, 11, -91)
(164, 39, -120)
(161, 13, -81)
(157, 19, -78)
(167, 12, -91)
(184, 32, -78)
(173, 57, -42)
(154, 14, -86)
(174, 37, -63)
(154, 32, -104)
(163, 38, -119)
(159, 13, -82)
(155, 13, -86)
(206, 49, -89)
(206, 48, -88)
(160, 13, -81)
(163, 39, -120)
(179, 32, -73)
(156, 20, -78)
(164, 38, -120)
(165, 11, -92)
(153, 33, -104)
(180, 32, -74)
(189, 36, -93)
(153, 32, -103)
(189, 35, -92)
(189, 60, -117)
(178, 33, -101)
(190, 60, -116)
(168, 51, -130)
(159, 13, -81)
(154, 13, -86)
(155, 13, -87)
(155, 12, -86)
(165, 48, -42)
(153, 32, -104)
(186, 44, -105)
(155, 21, -77)
(178, 32, -101)
(155, 20, -78)
(165, 10, -92)
(150, 26, -95)
(156, 20, -77)
(173, 56, -42)
(163, 38, -120)
(156, 19, -78)
(168, 11, -90)
(150, 27, -97)
(154, 33, -65)
(154, 13, -87)
(154, 12, -86)
(149, 26, -95)
(155, 12, -87)
(150, 26, -96)
(167, 50, -131)
(155, 20, -77)
(168, 10, -90)
(179, 32, -101)
(150, 25, -95)
(149, 28, -97)
(160, 11, -81)
(178, 32, -102)
(168, 50, -130)
(172, 25, -102)
(144, 39, -68)
(149, 26, -96)
(154, 12, -87)
(159, 11, -81)
(162, 25, -108)
(154, 33, -64)
(162, 24, -107)
(155, 11, -87)
(153, 33, -65)
(150, 27, -98)
(166, 48, -41)
(149, 25, -95)
(150, 25, -96)
(160, 11, -80)
(187, 44, -106)
(153, 34, -64)
(179, 32, -102)
(173, 26, -102)
(149, 27, -97)
(160, 16, -98)
(172, 25, -103)
(159, 11, -80)
(144, 38, -68)
(158, 15, -77)
(173, 25, -102)
(161, 24, -107)
(162, 24, -108)
(149, 23, -78)
(192, 33, -91)
(144, 25, -91)
(166, 47, -41)
(180, 32, -102)
(149, 25, -96)
(159, 44, -125)
(179, 31, -102)
(171, 21, -72)
(166, 40, -48)
(153, 33, -64)
(187, 43, -106)
(150, 26, -98)
(159, 16, -98)
(172, 24, -103)
(157, 6, -86)
(158, 6, -87)
(149, 22, -78)
(144, 25, -92)
(190, 33, -78)
(171, 21, -71)
(172, 21, -72)
(171, 20, -72)
(161, 24, -108)
(161, 23, -107)
(144, 24, -91)
(158, 15, -76)
(164, -1, -86)
(180, 31, -102)
(190, 32, -79)
(143, 25, -91)
(166, 40, -47)
(167, 40, -48)
(160, 16, -99)
(159, 45, -127)
(158, 44, -125)
(159, 44, -126)
(158, 43, -124)
(159, 43, -125)
(173, 25, -103)
(116, 52, -81)
(150, 12, -86)
(148, 22, -78)
(172, 13, -93)
(157, 6, -87)
(167, 40, -47)
(151, 33, -64)
(210, 49, -91)
(209, 49, -92)
(191, 35, -96)
(158, 44, -126)
(190, 32, -78)
(159, 44, -127)
(172, 21, -71)
(158, 43, -125)
(159, 43, -126)
(167, 19, -104)
(137, 28, -89)
(157, 16, -75)
(144, 24, -92)
(205, 63, -62)
(204, 52, -72)
(173, 14, -93)
(143, 25, -92)
(143, 24, -91)
(198, 44, -74)
(149, 22, -77)
(159, 16, -99)
(191, 31, -79)
(149, 12, -86)
(172, 13, -94)
(220, 53, -86)
(210, 48, -91)
(191, 32, -78)
(173, 21, -71)
(157, 15, -75)
(168, 19, -104)
(137, 28, -90)
(137, 27, -89)
(177, 26, -102)
(179, 23, -97)
(143, 24, -92)
(167, 19, -105)
(157, 17, -73)
(167, 18, -104)
(164, -2, -85)
(158, 43, -126)
(158, 42, -125)
(157, 16, -74)
(204, 51, -72)
(192, 35, -96)
(151, 33, -63)
(151, 32, -64)
(148, 22, -77)
(165, -1, -85)
(173, 13, -93)
(179, 22, -97)
(166, 10, -98)
(168, 19, -105)
(136, 28, -90)
(137, 27, -90)
(158, 29, -113)
(156, 17, -73)
(150, 11, -85)
(191, 30, -79)
(149, 11, -86)
(173, 13, -94)
(220, 53, -85)
(167, 18, -105)
(168, 29, -115)
(148, 21, -77)
(183, 34, -105)
(157, 15, -74)
(172, 19, -101)
(156, 16, -74)
(152, 17, -95)
(151, 32, -63)
(168, 18, -104)
(170, 14, -98)
(207, 50, -75)
(185, 21, -82)
(167, 29, -116)
(151, 32, -62)
(136, 27, -90)
(149, 11, -85)
(172, 18, -101)
(184, 35, -106)
(184, 34, -105)
(176, 15, -78)
(183, 34, -106)
(151, 17, -95)
(168, 18, -105)
(180, 22, -97)
(195, 31, -81)
(179, 22, -98)
(150, 32, -63)
(176, 19, -98)
(170, 14, -99)
(170, 13, -98)
(177, 16, -78)
(152, 17, -96)
(158, 28, -113)
(202, 62, -57)
(152, 16, -95)
(202, 61, -57)
(173, 18, -101)
(184, 34, -106)
(168, 6, -78)
(195, 31, -80)
(172, 18, -102)
(168, 5, -79)
(180, 22, -98)
(177, 19, -98)
(176, 19, -99)
(176, 18, -98)
(186, 21, -81)
(170, 13, -99)
(176, 15, -77)
(177, 15, -78)
(150, 32, -62)
(196, 33, -93)
(196, 31, -81)
(195, 30, -81)
(157, 27, -112)
(167, 10, -99)
(152, 16, -96)
(151, 17, -96)
(151, 16, -95)
(207, 49, -74)
(196, 34, -94)
(200, 60, -55)
(196, 30, -81)
(170, 30, -55)
(208, 49, -74)
(173, 18, -102)
(147, 19, -95)
(196, 31, -80)
(168, 5, -78)
(169, 5, -79)
(150, 31, -62)
(180, 21, -98)
(177, 19, -99)
(177, 18, -98)
(151, 16, -96)
(176, 18, -99)
(146, 39, -114)
(177, 15, -77)
(152, 16, -97)
(196, 33, -94)
(195, 30, -80)
(194, 29, -79)
(208, 48, -74)
(172, 7, -79)
(169, 5, -78)
(169, 4, -79)
(177, 18, -99)
(195, 29, -80)
(196, 25, -85)
(147, 18, -95)
(147, 17, -94)
(152, 15, -97)
(155, 14, -99)
(156, 14, -100)
(173, 17, -102)
(178, 37, -55)
(179, 37, -56)
(200, 41, -73)
(200, 40, -74)
(196, 30, -80)
(200, 59, -55)
(168, 4, -78)
(184, 13, -84)
(195, 28, -80)
(173, 7, -79)
(155, 14, -100)
(200, 40, -73)
(196, 24, -85)
(154, 14, -99)
(155, 13, -99)
(146, 17, -94)
(201, 40, -74)
(172, 7, -78)
(196, 29, -80)
(194, 28, -79)
(196, 25, -84)
(172, 6, -79)
(169, 4, -78)
(169, 3, -79)
(172, 52, -33)
(143, 28, -70)
(154, 14, -100)
(172, 6, -78)
(196, 28, -80)
(154, 13, -99)
(226, 52, -86)
(145, 38, -115)
(150, 22, -104)
(181, 16, -95)
(180, 16, -96)
(201, 40, -73)
(173, 6, -79)
(201, 39, -74)
(142, 28, -70)
(155, 13, -100)
(146, 17, -95)
(200, 40, -72)
(143, 27, -70)
(196, 24, -84)
(184, 13, -83)
(143, 28, -69)
(197, 24, -85)
(185, 14, -83)
(173, 7, -78)
(185, 13, -84)
(181, 16, -96)
(173, 6, -78)
(154, 13, -100)
(150, 18, -101)
(226, 51, -86)
(197, 24, -84)
(185, 13, -83)
(142, 28, -69)
(153, 13, -99)
(143, 27, -69)
(182, 16, -95)
(150, 21, -104)
(142, 27, -70)
(147, 35, -56)
(143, 26, -69)
(149, 18, -101)
(184, 14, -80)
(150, 18, -102)
(183, 13, -80)
(181, 15, -96)
(150, 17, -101)
(184, 13, -81)
(185, 14, -81)
(182, 16, -96)
(197, 47, -112)
(143, 27, -68)
(149, 22, -105)
(142, 27, -69)
(149, 18, -102)
(143, 15, -93)
(142, 15, -92)
(185, 14, -80)
(184, 13, -80)
(133, 32, -72)
(134, 31, -72)
(198, 47, -112)
(149, 17, -101)
(150, 17, -102)
(133, 31, -73)
(172, 29, -120)
(143, 26, -68)
(143, 14, -92)
(151, 18, -67)
(133, 31, -72)
(150, 18, -68)
(143, 14, -93)
(132, 31, -73)
(173, 29, -120)
(187, 42, -119)
(149, 17, -102)
(116, 36, -84)
(142, 15, -93)
(186, 40, -118)
(142, 14, -92)
(186, 41, -119)
(116, 35, -84)
(150, 17, -68)
(206, 54, -59)
(132, 31, -72)
(150, 18, -67)
(132, 30, -73)
(187, 42, -120)
(187, 41, -119)
(149, 17, -103)
(187, 40, -118)
(172, 28, -121)
(192, 15, -84)
(115, 36, -84)
(151, 17, -67)
(199, 34, -72)
(142, 14, -93)
(116, 36, -83)
(147, 37, -121)
(207, 53, -60)
(151, 17, -106)
(192, 14, -84)
(149, 16, -103)
(187, 41, -120)
(147, 37, -122)
(115, 35, -84)
(123, 27, -88)
(116, 35, -83)
(150, 17, -67)
(147, 36, -121)
(219, 49, -96)
(202, 40, -104)
(166, 19, -119)
(202, 39, -103)
(115, 36, -83)
(129, 32, -99)
(157, 16, -112)
(145, 14, -98)
(146, 37, -122)
(147, 36, -122)
(203, 39, -103)
(128, 32, -99)
(202, 38, -103)
(122, 27, -88)
(129, 32, -100)
(192, 14, -83)
(193, 14, -84)
(129, 31, -99)
(131, 22, -92)
(192, 13, -84)
(123, 26, -88)
(147, 17, -69)
(150, 17, -106)
(164, 25, -128)
(115, 35, -83)
(207, 52, -60)
(164, 24, -127)
(146, 36, -122)
(144, 14, -98)
(145, 9, -94)
(145, 8, -93)
(217, 36, -85)
(145, 14, -99)
(203, 38, -103)
(121, 27, -88)
(145, 13, -98)
(161, 33, -134)
(122, 27, -89)
(150, 17, -107)
(170, 31, -129)
(167, 30, -131)
(166, 30, -132)
(165, 24, -127)
(164, 24, -128)
(167, 18, -119)
(146, 37, -123)
(144, 15, -99)
(193, 14, -83)
(160, 19, -53)
(217, 37, -84)
(147, 11, -98)
(196, 23, -77)
(147, 16, -69)
(182, 10, -76)
(159, 20, -53)
(128, 32, -100)
(128, 31, -99)
(129, 31, -100)
(192, 13, -83)
(131, 21, -92)
(188, 12, -92)
(187, 12, -93)
(193, 13, -84)
(218, 36, -85)
(145, 8, -94)
(144, 14, -99)
(176, 35, -128)
(169, 35, -135)
(169, 34, -134)
(160, 32, -133)
(171, 31, -129)
(170, 30, -129)
(150, 12, -103)
(165, 24, -128)
(165, 23, -127)
(167, 18, -120)
(146, 36, -123)
(146, 11, -98)
(147, 11, -99)
(196, 22, -77)
(128, 31, -100)
(159, 19, -53)
(193, 13, -83)
(147, 10, -98)
(130, 22, -93)
(188, 12, -93)
(121, 27, -89)
(217, 36, -84)
(182, 9, -76)
(159, 19, -52)
(196, 22, -76)
(146, 11, -99)
(150, 12, -104)
(218, 35, -85)
(147, 11, -100)
(150, 11, -103)
(189, 6, -87)
(195, 21, -76)
(170, 34, -134)
(219, 38, -89)
(171, 31, -130)
(147, 10, -99)
(169, 34, -135)
(220, 39, -89)
(193, 12, -83)
(143, 14, -99)
(131, 17, -82)
(171, 30, -129)
(149, 12, -103)
(138, 23, -103)
(146, 10, -98)
(137, 23, -103)
(138, 23, -104)
(149, 12, -104)
(199, 36, -64)
(138, 22, -103)
(150, 11, -104)
(183, 13, -101)
(146, 15, -68)
(149, 9, -71)
(156, 21, -52)
(146, 10, -99)
(132, 16, -81)
(155, 18, -116)
(127, 19, -83)
(170, 34, -135)
(220, 38, -89)
(171, 30, -130)
(149, 11, -103)
(219, 38, -90)
(200, 36, -64)
(137, 23, -104)
(184, 13, -101)
(149, 9, -70)
(137, 22, -103)
(138, 22, -104)
(149, 8, -71)
(220, 38, -90)
(132, 15, -81)
(120, 22, -86)
(126, 20, -82)
(127, 19, -82)
(126, 19, -83)
(175, 16, -113)
(156, 21, -51)
(154, 19, -117)
(155, 21, -52)
(154, 18, -116)
(155, 18, -117)
(219, 37, -90)
(132, 27, -103)
(149, 11, -104)
(199, 36, -63)
(131, 27, -102)
(188, 27, -112)
(137, 22, -104)
(149, 8, -70)
(154, 18, -117)
(148, 8, -71)
(190, 5, -88)
(155, 21, -51)
(177, 7, -69)
(175, 16, -114)
(175, 15, -113)
(131, 27, -103)
(200, 36, -63)
(176, 16, -113)
(132, 27, -104)
(120, 22, -85)
(126, 19, -82)
(173, 30, -42)
(160, 1, -66)
(148, 8, -70)
(192, 19, -101)
(148, 7, -71)
(188, 27, -113)
(176, 16, -114)
(176, 15, -113)
(166, 34, -142)
(175, 15, -114)
(159, 2, -65)
(186, 16, -68)
(131, 27, -104)
(131, 26, -103)
(118, 30, -94)
(190, 4, -88)
(129, 31, -66)
(188, 26, -112)
(192, 18, -101)
(148, 7, -70)
(188, 26, -113)
(176, 15, -114)
(167, 35, -143)
(167, 34, -142)
(166, 34, -143)
(166, 33, -142)
(186, 16, -67)
(187, 16, -68)
(186, 15, -68)
(178, 7, -68)
(118, 29, -94)
(129, 31, -65)
(187, 16, -67)
(155, 24, -127)
(186, 15, -67)
(167, 34, -143)
(187, 15, -68)
(139, 7, -94)
(139, 6, -94)
(154, 25, -128)
(187, 15, -67)
(154, 24, -127)
(155, 24, -128)
(121, 22, -92)
(156, 11, -56)
(155, 23, -127)
(156, 10, -57)
(160, 2, -111)
(155, 10, -58)
(120, 22, -91)
(154, 24, -128)
(156, 10, -56)
(153, 20, -123)
(155, 10, -57)
(120, 22, -92)
(155, 9, -57)
(128, 15, -78)
(155, 10, -56)
(195, 36, -52)
(138, 6, -95)
(153, 19, -123)
(121, 21, -93)
(152, 19, -123)
(153, 19, -124)
(121, 21, -94)
(146, 17, -115)
(128, 15, -77)
(128, 14, -78)
(139, 8, -73)
(146, 16, -114)
(220, 37, -75)
(190, 12, -102)
(121, 20, -94)
(121, 19, -93)
(128, 14, -77)
(139, 8, -72)
(122, 19, -94)
(139, 7, -73)
(141, -1, -79)
(152, 19, -124)
(145, 17, -115)
(145, 16, -114)
(175, 6, -112)
(191, 12, -102)
(147, 12, -112)
(190, 11, -102)
(220, 36, -75)
(232, 44, -94)
(231, 44, -95)
(138, 8, -72)
(139, 7, -72)
(141, 0, -77)
(146, 12, -112)
(160, 22, -136)
(190, 11, -103)
(141, -1, -78)
(147, 27, -128)
(152, 18, -124)
(147, 12, -113)
(176, 5, -111)
(191, 11, -102)
(122, 18, -94)
(166, 8, -125)
(237, 41, -87)
(226, 30, -85)
(140, 0, -77)
(146, 11, -112)
(160, 21, -136)
(146, 12, -113)
(198, 7, -80)
(191, 11, -103)
(176, 4, -111)
(232, 43, -94)
(138, 7, -72)
(168, 8, -124)
(237, 41, -88)
(167, 8, -125)
(198, 7, -79)
(226, 30, -84)
(227, 30, -85)
(166, 8, -126)
(168, 7, -123)
(194, 8, -98)
(116, 17, -83)
(199, 7, -80)
(167, 4, -121)
(198, 6, -80)
(199, 8, -79)
(116, 18, -82)
(238, 41, -87)
(227, 30, -84)
(226, 29, -84)
(116, 17, -82)
(194, 8, -99)
(115, 17, -83)
(167, 8, -126)
(117, 15, -89)
(165, 11, -131)
(164, 11, -132)
(143, -1, -73)
(168, 4, -121)
(167, 3, -121)
(157, 9, -49)
(167, 4, -122)
(169, 7, -123)
(146, 11, -114)
(147, 10, -114)
(199, 7, -79)
(166, 7, -126)
(238, 41, -88)
(195, 8, -98)
(238, 40, -88)
(195, 8, -99)
(173, 24, -137)
(115, 17, -82)
(115, 16, -83)
(165, 10, -131)
(164, 10, -132)
(150, 17, -125)
(118, 14, -90)
(142, -1, -73)
(168, 4, -122)
(169, 6, -123)
(161, 8, -127)
(156, 9, -49)
(146, 10, -114)
(157, 8, -49)
(147, 9, -114)
(168, 3, -121)
(167, 3, -122)
(192, 10, -68)
(193, 10, -69)
(192, 11, -67)
(174, 23, -136)
(168, 3, -122)
(149, 17, -125)
(150, 17, -126)
(150, 16, -125)
(192, 10, -67)
(193, 10, -68)
(146, 10, -115)
(146, 9, -114)
(147, 9, -115)
(143, -2, -72)
(193, 9, -69)
(156, 8, -49)
(163, 8, -42)
(160, 8, -127)
(161, 8, -128)
(161, 7, -127)
(181, 8, -58)
(157, 3, -53)
(149, 17, -126)
(149, 16, -125)
(150, 16, -126)
(146, 9, -115)
(147, 8, -115)
(142, -2, -72)
(162, 9, -41)
(163, 8, -41)
(162, 8, -42)
(163, 7, -42)
(181, 8, -57)
(182, 8, -58)
(192, 10, -66)
(181, 3, -110)
(160, 8, -128)
(161, 7, -128)
(173, 4, -119)
(174, 23, -137)
(193, 10, -67)
(205, 11, -95)
(162, 8, -41)
(182, 8, -57)
(149, 16, -126)
(205, 10, -94)
(183, 3, -109)
(183, 2, -109)
(119, 10, -81)
(205, 10, -95)
(112, 14, -84)
(112, 13, -85)
(187, 22, -125)
(113, 12, -87)
(188, 23, -125)
(183, 3, -110)
(118, 10, -81)
(112, 11, -86)
(187, 21, -125)
(187, 22, -126)
(223, 26, -94)
(205, 10, -96)
(197, 8, -102)
(188, 23, -126)
(113, 11, -87)
(188, 22, -125)
(177, 2, -56)
(188, 21, -124)
(118, 9, -81)
(188, 21, -125)
(187, 21, -126)
(163, 3, -42)
(206, 10, -96)
(198, 9, -103)
(182, 4, -114)
(224, 26, -94)
(188, 22, -126)
(223, 26, -95)
(223, 25, -94)
(178, 3, -55)
(112, 11, -87)
(188, 20, -124)
(144, 0, -63)
(162, 3, -42)
(169, 3, -45)
(170, 2, -47)
(206, 9, -96)
(224, 25, -94)
(150, 8, -123)
(186, 10, -55)
(171, 2, -124)
(206, 10, -97)
(183, 4, -114)
(161, 3, -129)
(162, 3, -130)
(223, 25, -95)
(188, 21, -126)
(207, 5, -92)
(203, 3, -94)
(149, 9, -124)
(186, 10, -54)
(149, 8, -123)
(150, 8, -124)
(187, 10, -55)
(208, 6, -92)
(150, 7, -123)
(186, 9, -55)
(190, 9, -113)
(206, 9, -97)
(195, 7, -106)
(183, 3, -114)
(200, 2, -96)
(195, 7, -107)
(195, 6, -106)
(149, 8, -124)
(201, 3, -97)
(195, 3, -103)
(187, 10, -54)
(167, 4, -132)
(230, 22, -85)
(186, 9, -54)
(187, 9, -55)
(180, 5, -52)
(202, 6, -73)
(208, 6, -93)
(191, 9, -113)
(196, 7, -106)
(190, 9, -114)
(191, 8, -113)
(167, 3, -132)
(195, 6, -107)
(231, 23, -84)
(231, 22, -85)
(187, 9, -54)
(191, 9, -114)
(196, 7, -107)
(202, 5, -73)
(120, 7, -96)
(210, 12, -73)
(165, 2, -134)
(164, 2, -135)
(231, 22, -84)
(202, 5, -72)
(203, 5, -73)
(197, 7, -107)
(196, 6, -107)
(189, 14, -122)
(164, 1, -134)
(132, 11, -112)
(119, 7, -96)
(120, 6, -96)
(203, 5, -72)
(132, 10, -112)
(197, 6, -107)
(190, 14, -122)
(189, 14, -123)
(189, 13, -122)
(167, 3, -134)
(119, 6, -96)
(211, 12, -72)
(190, 14, -123)
(190, 13, -122)
(189, 13, -123)
(196, 9, -60)
(172, -4, -48)
(191, 13, -122)
(190, 13, -123)
(175, 12, -137)
(173, -3, -48)
(190, 12, -122)
(200, 6, -107)
(172, -4, -47)
(173, -4, -48)
(175, 12, -138)
(191, 12, -122)
(130, 7, -110)
(130, 6, -109)
(201, 7, -107)
(175, 11, -137)
(175, 11, -138)
(202, 9, -63)
(197, 8, -59)
(201, 6, -107)
(200, 6, -108)
(129, 7, -110)
(130, 7, -111)
(129, 6, -109)
(130, 6, -110)
(173, -4, -47)
(201, 8, -63)
(201, 8, -62)
(202, 8, -63)
(197, 7, -59)
(201, 6, -108)
(200, 5, -108)
(234, 20, -90)
(202, 8, -62)
(236, 20, -89)
(235, 19, -89)
(236, 19, -89)
(235, 19, -90)
(216, 6, -75)
(235, 19, -91)
(217, 6, -75)
(216, 5, -74)
(217, 5, -75)
(219, 7, -73)
(219, 6, -74)
(219, 6, -73)
(220, 6, -74)
(220, 6, -73)
(220, 5, -74)
(204, 12, -49)
(205, 12, -49)
(228, 1, -82)
(205, 11, -49)
(228, 0, -82)
(229, 0, -82)
(238, 5, -92)
(239, 4, -92)
(238, 4, -93)
(239, 4, -93)
(150, 42, -48)
(150, 41, -48)
(149, 45, -42)
(150, 44, -41)
(171, 50, -28)
(172, 49, -29)
(131, 43, -58)
(131, 43, -57)
(130, 43, -58)
(131, 42, -58)
(130, 43, -57)
(131, 42, -57)
(130, 42, -58)
(130, 42, -57)
(184, 41, -43)
(188, 41, -46)
(185, 42, -42)
(184, 41, -42)
(185, 41, -43)
(185, 42, -41)
(185, 41, -42)
(188, 40, -46)
(188, 40, -45)
(189, 40, -46)
(185, 41, -41)
(185, 40, -42)
(189, 40, -45)
(156, 25, -43)
(157, 24, -43)
(186, 39, -43)
(156, 25, -42)
(157, 24, -42)
(156, 24, -43)
(189, 39, -45)
(156, 24, -42)
(148, 41, -33)
(129, 36, -56)
(128, 36, -57)
(178, 35, -36)
(147, 41, -33)
(179, 35, -36)
(129, 35, -56)
(178, 34, -36)
(178, 35, -35)
(128, 36, -56)
(179, 36, -35)
(128, 35, -56)
(164, 23, -32)
(179, 35, -35)
(163, 23, -32)
(163, 22, -32)
(157, 9, -48)
(133, 19, -61)
(156, 9, -48)
(157, 8, -48)
(144, 35, -34)
(132, 20, -60)
(133, 19, -60)
(132, 19, -61)
(133, 18, -61)
(156, 8, -48)
(132, 19, -60)
(144, 32, -35)
(147, 21, -43)
(147, 20, -43)
(144, 32, -34)
(159, 15, -35)
(138, 16, -55)
(147, 20, -42)
(146, 20, -43)
(137, 16, -55)
(138, 15, -55)
(143, 1, -64)
(146, 20, -42)
(158, 15, -35)
(159, 14, -35)
(158, 14, -36)
(137, 15, -55)
(143, 1, -63)
(146, 19, -42)
(158, 14, -35)
(157, 14, -36)
(137, 15, -54)
(136, 15, -55)
(143, 0, -63)
(157, 14, -35)
(136, 15, -54)
(136, 14, -54)
(146, 25, -33)
(145, 25, -33)
(150, 10, -42)
(149, 11, -41)
(150, 10, -41)
(149, 10, -42)
(150, 9, -42)
(149, 10, -41)
(131, 8, -58)
(142, 1, -54)
(130, 8, -58)
(131, 7, -57)
(185, 0, -40)
(186, 0, -39)
(141, 54, -116)
(140, 54, -116)
(141, 54, -117)
(140, 54, -117)
(117, 45, -79)
(116, 45, -79)
(117, 44, -79)
(116, 44, -79)
(115, 46, -78)
(115, 45, -79)
(116, 45, -78)
(115, 45, -78)
(115, 46, -97)
(114, 46, -97)
(115, 46, -98)
(114, 46, -98)
(123, 46, -107)
(122, 46, -107)
(135, 40, -114)
(123, 46, -108)
(123, 45, -107)
(122, 46, -108)
(123, 45, -108)
(130, 48, -120)
(130, 47, -120)
(129, 47, -120)
(130, 47, -121)
(129, 47, -121)
(129, 46, -121)
(110, 40, -96)
(110, 39, -96)
(109, 39, -96)
(123, 41, -112)
(122, 41, -112)
(123, 40, -112)
(122, 40, -112)
(103, 34, -88)
(126, 20, -75)
(102, 34, -88)
(103, 34, -89)
(103, 33, -88)
(139, 27, -118)
(126, 19, -75)
(125, 20, -75)
(127, 15, -78)
(139, 28, -119)
(102, 34, -89)
(102, 33, -88)
(103, 33, -89)
(139, 27, -119)
(125, 20, -74)
(125, 19, -75)
(124, 20, -75)
(127, 15, -77)
(127, 14, -78)
(102, 33, -89)
(138, 27, -119)
(139, 27, -120)
(125, 19, -74)
(124, 20, -74)
(127, 14, -77)
(124, 19, -75)
(138, 27, -120)
(133, 27, -115)
(124, 19, -74)
(132, 27, -115)
(132, 26, -115)
(131, 27, -115)
(132, 27, -116)
(131, 26, -115)
(131, 26, -116)
(114, 18, -80)
(135, 29, -124)
(135, 29, -125)
(135, 28, -124)
(114, 18, -79)
(113, 18, -80)
(134, 29, -124)
(114, 17, -80)
(134, 28, -124)
(135, 28, -125)
(113, 18, -79)
(119, 11, -80)
(113, 17, -80)
(108, 16, -86)
(114, 17, -79)
(113, 17, -79)
(114, 33, -110)
(119, 10, -80)
